id,title,Summary2,cause,newkeys,report_text,text_length,sif_indicators,indicator_count,sif_label,label_reason
14194252,employee burned by hot tar,two employees of an asphalt manufacturing plant were required to make repairs on the screen deck area of the plant. an employee pulled the circuit breaker for the screen deck area and locked the control panel housing the circuit breaker. a second employee then started the plant to gain access to the screen deck area. operation of the control panel was turned over to a contractor employee who was to perform the preventive maintenance operations on the control system. the contractor employee activated the system. the control system had not been properly deenergized and the control panel began to display erratic readings. the asphalt production system interpreted the erratic readings as an indication to produce more asphalt exceeding manufacturing capacity. molten asphalt began to flow from the storage container into the weigh bucket. the normal operational capacity was 500 lbs and the maximum capacity was 1100 lbs. the molten asphalt exceeded the maximum capacity and began to overflow. at that time employee #1 was walking by the area and was splattered by the overflowing asphalt. he suffered minor burns on his head and face and was hospitalized.,[],"face, head, buried, asphalt, lockout, tag, maintenance, repair, control malfunction","employee burned by hot tar two employees of an asphalt manufacturing plant were required to make repairs on the screen deck area of the plant. an employee pulled the circuit breaker for the screen deck area and locked the control panel housing the circuit breaker. a second employee then started the plant to gain access to the screen deck area. operation of the control panel was turned over to a contractor employee who was to perform the preventive maintenance operations on the control system. the contractor employee activated the system. the control system had not been properly deenergized and the control panel began to display erratic readings. the asphalt production system interpreted the erratic readings as an indication to produce more asphalt exceeding manufacturing capacity. molten asphalt began to flow from the storage container into the weigh bucket. the normal operational capacity was 500 lbs and the maximum capacity was 1100 lbs. the molten asphalt exceeded the maximum capacity and began to overflow. at that time employee #1 was walking by the area and was splattered by the overflowing asphalt. he suffered minor burns on his head and face and was hospitalized. [] face, head, buried, asphalt, lockout, tag, maintenance, repair, control malfunction",1275,,0,0,no_strong_sif_evidence
202588984,worker falls into trench and injures neck,at approximately 3:00 p.m. on december 3 2013 employee #1 an apprentice laborer employed by diablo plumbing inc. and coworkers #1 and #2 managers were working at a multi-employer work site the construction of the stoneridge creek skilled nursing facility. employee #1's employer was subcontracted to segue construction inc. the general contractor to install underground plumbing and related plumbing trenches. the employer's workers had excavated a relatively shallow sewer trench approximately 2 feet 6 inches deep. they then set the pipe in the trench. their work progressed toward one end of the site while another contractor followed behind to excavate a deeper trench and install in it the electrical utility. employee #1 was instructed by coworker #1 a manager to drop back to areas where the sewer pipe had been recently installed and to tape plastic sleeving for corrosion protection to the 4-inch sanitary sewer riser. due to the configuration of site utilities there were several locations where the sewer and electrical trenches crossed. one of these locations was grid line 8 between grid lines m and n where the electrical trench had been excavated crosswise to the sewer trench and approximately 3 feet from the sewer riser. the work was scheduled so that the excavation activities of the two trades were not physically conflicting. employee #1 worked safely within the sewer trench installing the plastic sleeving. he then exited the shallow trench to retrieve more tape. he climbed out of the sewer trench at the corner where it intersected with the deeper electrical trench. the corner broke off and employee #1 fell into the deeper electrical trench a fall height of 7 feet. although employee #1 climbed out of the trench on his own he was gasping for breath. coworker #2 came over and evaluated employee #1. coworker #1 called for an ambulance after employee #1 lost consciousness. the livermore-pleasanton fire department responded and transported employee #1 to the hospital where he was admitted and treated for bruising to the neck. this event was reported to cal/osha by the employer at approximately 3:00 p.m. on december 3 2013. it also was reported by the general contractor and the livermore-pleasanton fire department. during cal/osha's subsequent investigation it was determined that diablo plumbing was a plumbing contractor that performed work on a wide range of both residential and commercial projects including related excavation work. the investigation report concluded that the employer had failed to reevaluate the trench conditions when the situation changed. the top edges and corners of the trench were beveled in many places from drying and cracking and/or minor sloughing. where the newer deeper electrical conduit trench was excavated at right angles to the sewer trench the drying reentrant corners where the trenches met constituted a new hazard to employee #1 who was working in one of these areas. the employer had failed to train employee #1 to recognize and avoid this new hazard. the investigation found that employee #1 could have avoided the new hazard if he had walked further away from the deeper electrical utility trench before exiting the shallower sewer trench.,fall,"construction, installing, trench, pipe, plumbing, untrained, fall, fall protection, neck, contusion","worker falls into trench and injures neck at approximately 3:00 p.m. on december 3 2013 employee #1 an apprentice laborer employed by diablo plumbing inc. and coworkers #1 and #2 managers were working at a multi-employer work site the construction of the stoneridge creek skilled nursing facility. employee #1's employer was subcontracted to segue construction inc. the general contractor to install underground plumbing and related plumbing trenches. the employer's workers had excavated a relatively shallow sewer trench approximately 2 feet 6 inches deep. they then set the pipe in the trench. their work progressed toward one end of the site while another contractor followed behind to excavate a deeper trench and install in it the electrical utility. employee #1 was instructed by coworker #1 a manager to drop back to areas where the sewer pipe had been recently installed and to tape plastic sleeving for corrosion protection to the 4-inch sanitary sewer riser. due to the configuration of site utilities there were several locations where the sewer and electrical trenches crossed. one of these locations was grid line 8 between grid lines m and n where the electrical trench had been excavated crosswise to the sewer trench and approximately 3 feet from the sewer riser. the work was scheduled so that the excavation activities of the two trades were not physically conflicting. employee #1 worked safely within the sewer trench installing the plastic sleeving. he then exited the shallow trench to retrieve more tape. he climbed out of the sewer trench at the corner where it intersected with the deeper electrical trench. the corner broke off and employee #1 fell into the deeper electrical trench a fall height of 7 feet. although employee #1 climbed out of the trench on his own he was gasping for breath. coworker #2 came over and evaluated employee #1. coworker #1 called for an ambulance after employee #1 lost consciousness. the livermore-pleasanton fire department responded and transported employee #1 to the hospital where he was admitted and treated for bruising to the neck. this event was reported to cal/osha by the employer at approximately 3:00 p.m. on december 3 2013. it also was reported by the general contractor and the livermore-pleasanton fire department. during cal/osha's subsequent investigation it was determined that diablo plumbing was a plumbing contractor that performed work on a wide range of both residential and commercial projects including related excavation work. the investigation report concluded that the employer had failed to reevaluate the trench conditions when the situation changed. the top edges and corners of the trench were beveled in many places from drying and cracking and/or minor sloughing. where the newer deeper electrical conduit trench was excavated at right angles to the sewer trench the drying reentrant corners where the trenches met constituted a new hazard to employee #1 who was working in one of these areas. the employer had failed to train employee #1 to recognize and avoid this new hazard. the investigation found that employee #1 could have avoided the new hazard if he had walked further away from the deeper electrical utility trench before exiting the shallower sewer trench. fall construction, installing, trench, pipe, plumbing, untrained, fall, fall protection, neck, contusion",3367,"electrical, fire_explosion",2,1,electrical_energy_exposure
202510087,power line worker is injured in fall from utility pole,on september 21 2013 employee #1 an electrical technician employed by oc communications inc. was engaged in power line work. to access a comcast cable he climbed a pacific gas & electric (pg&e;) utility pole by using a combination extension ladder and the existing pegs in the pole. while hooking his body harness he lost his grip and fell approximately 25 feet landing on the asphalt road below. emergency services were called. employee #1 was transported to the hospital admitted and treated for fractured vertebrae and multiple hip bruises.,[],"construction, utility pole, power line worker, ppe, fall, fall protection, fracture, vertebra, hip, contusion","power line worker is injured in fall from utility pole on september 21 2013 employee #1 an electrical technician employed by oc communications inc. was engaged in power line work. to access a comcast cable he climbed a pacific gas & electric (pg&e;) utility pole by using a combination extension ladder and the existing pegs in the pole. while hooking his body harness he lost his grip and fell approximately 25 feet landing on the asphalt road below. emergency services were called. employee #1 was transported to the hospital admitted and treated for fractured vertebrae and multiple hip bruises. [] construction, utility pole, power line worker, ppe, fall, fall protection, fracture, vertebra, hip, contusion",711,"fall_from_height, electrical",2,1,fall_with_height_exposure
202654687,employee injure back in fall from top plate,at approximately 1:30 p.m. on july 2 2013 employee #1 a carpenter was engaged in constructing a two story wood frame home. the employee was installing a rim joist at the edge standing on a double top plate when he lost his balance and fell approximately 9 ft to the ground. employee #1 was taken to an area hospital where he was treated for a bruised back and lower back pain. employee #1 was later released.,fall from/with structure,"carpenter, construction, installing, joist, lost balance, fall, contusion, back","employee injure back in fall from top plate at approximately 1:30 p.m. on july 2 2013 employee #1 a carpenter was engaged in constructing a two story wood frame home. the employee was installing a rim joist at the edge standing on a double top plate when he lost his balance and fell approximately 9 ft to the ground. employee #1 was taken to an area hospital where he was treated for a bruised back and lower back pain. employee #1 was later released. fall from/with structure carpenter, construction, installing, joist, lost balance, fall, contusion, back",557,fall_from_height,1,1,fall_with_height_exposure
202556478,employee suffers injuries when struck by falling object,on may 20 2013 employee #1 a mason was struck by a falling object. the employee reported to an area clinic where he was treated for bruises and contusions. the employee was released after one hour.,trench collapse,"struck by, falling object, contusion","employee suffers injuries when struck by falling object on may 20 2013 employee #1 a mason was struck by a falling object. the employee reported to an area clinic where he was treated for bruises and contusions. the employee was released after one hour. trench collapse struck by, falling object, contusion",306,struck_by,1,0,no_strong_sif_evidence
201023660,employee is injured in fall from fixed ladder,at approximately 1:50 p.m. on october 27 2011 employee #1 had just finished a project on a rooftop cooling tower. while descending a fixed ladder inside a boiler room he fell approximately 16 ft to a concrete floor. employee #1 was hospitalized for face lacerations and fractures to his skull and two vertebrae.,[],"fall, ladder, fixed ladder, descending, cooling tower, fracture, laceration, skull, vertebra, face","employee is injured in fall from fixed ladder at approximately 1:50 p.m. on october 27 2011 employee #1 had just finished a project on a rooftop cooling tower. while descending a fixed ladder inside a boiler room he fell approximately 16 ft to a concrete floor. employee #1 was hospitalized for face lacerations and fractures to his skull and two vertebrae. [] fall, ladder, fixed ladder, descending, cooling tower, fracture, laceration, skull, vertebra, face",459,fall_from_height,1,1,fall_with_height_exposure
201984788,five employees injured falling from cooling tower,on may 2 2002 employees #1 #2 #3 #4 and #5 were working on a cooling tower. the fan blades inside the cooling tower were unexpectedly energized and either threw the employees off to the decking or caused them to lose their footing. the employees sustained serious injuries and were hospitalized.,[],"cooling tower, fall, lost balance, ejected, fracture, sprain, contusion, lockout","five employees injured falling from cooling tower on may 2 2002 employees #1 #2 #3 #4 and #5 were working on a cooling tower. the fan blades inside the cooling tower were unexpectedly energized and either threw the employees off to the decking or caused them to lose their footing. the employees sustained serious injuries and were hospitalized. [] cooling tower, fall, lost balance, ejected, fracture, sprain, contusion, lockout",429,"fall_from_height, electrical",2,1,electrical_energy_exposure
200621456,employee killed in fall from top of cooling unit,employee #1 fell from the top of a cooling unit approximately 9 feet onto a guardrail on the roof. employee #1 was installing insulation on a duct. he received eight broken ribs remained in the hospital for two nights and died on may 8 2001.,fall,"fall, cooling tower, guardrail, fracture, rib, roof, duct","employee killed in fall from top of cooling unit employee #1 fell from the top of a cooling unit approximately 9 feet onto a guardrail on the roof. employee #1 was installing insulation on a duct. he received eight broken ribs remained in the hospital for two nights and died on may 8 2001. fall fall, cooling tower, guardrail, fracture, rib, roof, duct",353,"fatality, fall_from_height",2,1,fatal_outcome; fall_with_height_exposure
200781219,three employees injured when cooling tower bentlines fail,employees #1 through #3 were engaged in the construction of a cooling tower at a new combined cycle power plant. it was the second day of the erection process of the cooling tower bentlines which were structural elements of the cooling tower. eighteen of the bentlines had been erected when they collapsed possibly due to high wind gusts associated with an oncoming storm. at the time of the accident employees #1 through #3 were working at various elevations in and around the structure. they were tied off and rode the bentlines down as they collapsed. all three workers sustained fractures and other injuries for which they were hospitalized.,fall from/with structure,"construction, collapse, erection process, fall, high wind, storm, unsecured, work rules, fracture, cooling tower","three employees injured when cooling tower bentlines fail employees #1 through #3 were engaged in the construction of a cooling tower at a new combined cycle power plant. it was the second day of the erection process of the cooling tower bentlines which were structural elements of the cooling tower. eighteen of the bentlines had been erected when they collapsed possibly due to high wind gusts associated with an oncoming storm. at the time of the accident employees #1 through #3 were working at various elevations in and around the structure. they were tied off and rode the bentlines down as they collapsed. all three workers sustained fractures and other injuries for which they were hospitalized. fall from/with structure construction, collapse, erection process, fall, high wind, storm, unsecured, work rules, fracture, cooling tower",841,fall_from_height,1,0,no_strong_sif_evidence
200800282,employee killed in fall inside cooling tower,employee #1 was working inside a cooling tower when the structural member on which he was standing broke. he fell approximately 30 ft and was killed.,fall from/with structure,"fall, cooling tower, work surface, construction, fall protection, equipment failure","employee killed in fall inside cooling tower employee #1 was working inside a cooling tower when the structural member on which he was standing broke. he fell approximately 30 ft and was killed. fall from/with structure fall, cooling tower, work surface, construction, fall protection, equipment failure",303,"fatality, fall_from_height",2,1,fatal_outcome; fall_with_height_exposure
14411359,employee drowns after falling into cooling tower,employee #1 was dismantling scaffolding in a delayed coker unit when he fell 40 ft within the cell #2 cooling tower. he landed in 7 ft of water at the base and drowned.,fall from/with scaffold,"construction, dismantling, scaffolding, fall, cooling tower, drown, water","employee drowns after falling into cooling tower employee #1 was dismantling scaffolding in a delayed coker unit when he fell 40 ft within the cell #2 cooling tower. he landed in 7 ft of water at the base and drowned. fall from/with scaffold construction, dismantling, scaffolding, fall, cooling tower, drown, water",315,fall_from_height,1,1,fall_with_height_exposure
201186483,electrician is injured when struck by falling equipment,at approximately 11:04 a.m. on june 7 2012 an electrician at a work site in san francisco ca was facing the northeast direction with the power disconnect of a tower crane in front of him. he was kneeling down while working on the balonga cords of the power disconnect. a 46mm socket and extension fell from the crane and struck him in the back near the right shoulder blade. he was evaluated by the onsite first aid personnel. he refused treatment from the san francisco fire department. at the time he was able to rotate his right arm 360 degrees with discomfort. the following day june 8 2012 the employee was not feeling well. he called into work and was told to go to an urgent care facility. he was admitted to st. francis memorial hospital and treated for broken ribs and a punctured lung. the accident was reported to the san francisco district office of cal/osha by the employer decker electric co inc. electrical contractors san francisco ca at 2:26 p.m. on june 11 2012.,[],"construction, cord connector, struck by, electrical work, crane, lung, puncture, rib, falling object","electrician is injured when struck by falling equipment at approximately 11:04 a.m. on june 7 2012 an electrician at a work site in san francisco ca was facing the northeast direction with the power disconnect of a tower crane in front of him. he was kneeling down while working on the balonga cords of the power disconnect. a 46mm socket and extension fell from the crane and struck him in the back near the right shoulder blade. he was evaluated by the onsite first aid personnel. he refused treatment from the san francisco fire department. at the time he was able to rotate his right arm 360 degrees with discomfort. the following day june 8 2012 the employee was not feeling well. he called into work and was told to go to an urgent care facility. he was admitted to st. francis memorial hospital and treated for broken ribs and a punctured lung. the accident was reported to the san francisco district office of cal/osha by the employer decker electric co inc. electrical contractors san francisco ca at 2:26 p.m. on june 11 2012. [] construction, cord connector, struck by, electrical work, crane, lung, puncture, rib, falling object",1140,"struck_by, electrical, fire_explosion, lifting",4,0,no_strong_sif_evidence
201955184,employee electrocuted by temporary wired power cord,on august 3 2007 employee #1 of brenmar construction inc. was at the p. h. glatfelter company to repair the fan on the boiler. he was to use a 460/575 volt three-phase miller xmt304 portable arc welder serial #la284630 which his employer had brought to the site. however the welder was not equipped with a plug. a brenmar supervisor at the site consulted with a glatfelter supervisor and they decided to have a glatfelter maintenance person wire a plug onto the welder's power cord which was common practice at many host facilities including this site. glatfelter actually provided a cord known to be compatible with their outlets and within the voltage range of the welder. the glatfelter maintenance worker wired the plug to the cord but unknowingly wired the grounding conductor to one of the hot terminals and a hot one to the ground terminal. the maintenance worker did not plug in the welder. when the welder unit was plugged in employee #1 touched the frame of the welder and was electrocuted. according to brenmar glatfelter and to miller electric manufacturing company which manufactures the unit the equipment power cord can be wired with any plug that is compatible with the outlets available at the worksite provided the plug is within the rated voltage of the welder.,electrocution from equipment installation/tool use,"construction, electrocuted, welder, cord connector, cord set, electric cord, elec circ part--misc, electrical","employee electrocuted by temporary wired power cord on august 3 2007 employee #1 of brenmar construction inc. was at the p. h. glatfelter company to repair the fan on the boiler. he was to use a 460/575 volt three-phase miller xmt304 portable arc welder serial #la284630 which his employer had brought to the site. however the welder was not equipped with a plug. a brenmar supervisor at the site consulted with a glatfelter supervisor and they decided to have a glatfelter maintenance person wire a plug onto the welder's power cord which was common practice at many host facilities including this site. glatfelter actually provided a cord known to be compatible with their outlets and within the voltage range of the welder. the glatfelter maintenance worker wired the plug to the cord but unknowingly wired the grounding conductor to one of the hot terminals and a hot one to the ground terminal. the maintenance worker did not plug in the welder. when the welder unit was plugged in employee #1 touched the frame of the welder and was electrocuted. according to brenmar glatfelter and to miller electric manufacturing company which manufactures the unit the equipment power cord can be wired with any plug that is compatible with the outlets available at the worksite provided the plug is within the rated voltage of the welder. electrocution from equipment installation/tool use construction, electrocuted, welder, cord connector, cord set, electric cord, elec circ part--misc, electrical",1493,electrical,1,1,electrical_energy_exposure
310810320,employee cuts thigh while using skill saw,on july 3 2006 employee # 1 slipped back on a skill saw cord placed on top of forks of a forklift. employee # 1 sustained a 12-in. by 3-in. cut when he tried to leave the saw away from him. he pushed the trigger when the saw came down and he struck his right thigh and knee. he was hospitalized.,[],"construction, saw, industrial truck, slip, cord connector, laceration, thigh, knee, struck by, leg","employee cuts thigh while using skill saw on july 3 2006 employee # 1 slipped back on a skill saw cord placed on top of forks of a forklift. employee # 1 sustained a 12-in. by 3-in. cut when he tried to leave the saw away from him. he pushed the trigger when the saw came down and he struck his right thigh and knee. he was hospitalized. [] construction, saw, industrial truck, slip, cord connector, laceration, thigh, knee, struck by, leg",439,"struck_by, lifting",2,0,no_strong_sif_evidence
202357216,employee is injured when tripping on radio cord,on december 21 2005 employee #1 was performing heating and air conditioning installation work on the second floor of a two-story residential building. employee #1 tripped on the electric cord of a radio that he was carrying and fell approximately 7.5 ft onto plywood on the first level. employee #1 was hospitalized and treated for bruises and contusions to his shoulder and ribs.,fall from/with platform catwalk,"air conditioner, repair, tripped, fall, cord connector, contusion, rib, shoulder","employee is injured when tripping on radio cord on december 21 2005 employee #1 was performing heating and air conditioning installation work on the second floor of a two-story residential building. employee #1 tripped on the electric cord of a radio that he was carrying and fell approximately 7.5 ft onto plywood on the first level. employee #1 was hospitalized and treated for bruises and contusions to his shoulder and ribs. fall from/with platform catwalk air conditioner, repair, tripped, fall, cord connector, contusion, rib, shoulder",541,fall_from_height,1,1,fall_with_height_exposure
201701505,employee's fingers injured when saw kicked back,at approximately 9:00 a.m. on april 3 2003 employee #1 was cutting a board with a skil saw to size for the outer decoration of a support column on an apartment house being constructed in hermiston oregon. the worker could not complete the cut because the power cord became tight and did not have enough slack to allow the saw to be pushed completely through the cut. employee #1 placed his left hand behind the saw cut to hold the two pieces and released the pressure on the saw trigger. this allowed the saw blade to bite into the remaining wood. the saw kicked back and injured three fingers of employee #1's left hand. he was hospitalized.,other,"saw, kick back, finger, laceration, cord connector","employee's fingers injured when saw kicked back at approximately 9:00 a.m. on april 3 2003 employee #1 was cutting a board with a skil saw to size for the outer decoration of a support column on an apartment house being constructed in hermiston oregon. the worker could not complete the cut because the power cord became tight and did not have enough slack to allow the saw to be pushed completely through the cut. employee #1 placed his left hand behind the saw cut to hold the two pieces and released the pressure on the saw trigger. this allowed the saw blade to bite into the remaining wood. the saw kicked back and injured three fingers of employee #1's left hand. he was hospitalized. other saw, kick back, finger, laceration, cord connector",747,energy_release,1,0,no_strong_sif_evidence
200811172,an employee was electrocuted,some employees were using a wet-dry masonry saw to cut brick during construction of a residence. the employees had previously complained about receiving electric shocks while using the saw and complained that the saw was not running properly. the ground in the work area was wet from recent rains. the employees drove a piece of 10-millimeter-diamter metal rebar approximately 610 millimeters long into the ground to a depth of about 100 millimeters. they then wrapped one end of a short section of #12 copper conductor around the rod and attached the other end to the metal frame of the saw. however the saw still did not run properly. an employee unplugged the saw to troubleshoot the problem. after the saw was thought to be fixed an employee picked up the attachment plug for the saw and the cord connector on a cord set to connect them. he received an electric shock and fell face down in a pile of bricks. the employee was transported to the local hospital where he was pronounced dead on arrival. he had been electrocuted.,electric shock,"electrical, electrocuted, ground fault, equipment grounding, cord connector, attachment plug, cord set, electric saw, wet operation, e gi v","an employee was electrocuted some employees were using a wet-dry masonry saw to cut brick during construction of a residence. the employees had previously complained about receiving electric shocks while using the saw and complained that the saw was not running properly. the ground in the work area was wet from recent rains. the employees drove a piece of 10-millimeter-diamter metal rebar approximately 610 millimeters long into the ground to a depth of about 100 millimeters. they then wrapped one end of a short section of #12 copper conductor around the rod and attached the other end to the metal frame of the saw. however the saw still did not run properly. an employee unplugged the saw to troubleshoot the problem. after the saw was thought to be fixed an employee picked up the attachment plug for the saw and the cord connector on a cord set to connect them. he received an electric shock and fell face down in a pile of bricks. the employee was transported to the local hospital where he was pronounced dead on arrival. he had been electrocuted. electric shock electrical, electrocuted, ground fault, equipment grounding, cord connector, attachment plug, cord set, electric saw, wet operation, e gi v",1213,"fatality, electrical",2,1,fatal_outcome; electrical_energy_exposure
200604395,electric shock,a plumber was using a 120-volt electric drill to bore a tunnel under the concrete foundation of a house. as he was working he was lying on an extension cord set supplying the drill. after he had been working for about 30 minutes a coworker found him unresponsive. he had been electrocuted.,electrocution from equipment installation/tool use,"electrical, electrocuted, ground fault, equipment grounding, electric drill, cord set, e c","electric shock a plumber was using a 120-volt electric drill to bore a tunnel under the concrete foundation of a house. as he was working he was lying on an extension cord set supplying the drill. after he had been working for about 30 minutes a coworker found him unresponsive. he had been electrocuted. electrocution from equipment installation/tool use electrical, electrocuted, ground fault, equipment grounding, electric drill, cord set, e c",446,electrical,1,1,electrical_energy_exposure
200997914,worker is electrocuted while installing water meter,on august 26 2009 employee #1 a journeyman plumber with l.s. plumbing & heating was replacing a water meter in a hotel crawlspace. while accessing the crawlspace he used a trouble light that was missing its ground prong and had a cut in its cord. when the exposed wiring hit the water in the crawlspace employee #1 was electrocuted.,electrocution from equipment installation/tool use,"construction, electrocuted, ground fault, cord set","worker is electrocuted while installing water meter on august 26 2009 employee #1 a journeyman plumber with l.s. plumbing & heating was replacing a water meter in a hotel crawlspace. while accessing the crawlspace he used a trouble light that was missing its ground prong and had a cut in its cord. when the exposed wiring hit the water in the crawlspace employee #1 was electrocuted. electrocution from equipment installation/tool use construction, electrocuted, ground fault, cord set",486,electrical,1,1,electrical_energy_exposure
200555639,employee is killed in fall through floor opening,on april 23 2009 employee #1 a pipefitter was assigned to check a 2-in. spool section that was located above the preflash deck in the new crude unit. it had an extension cord wrapped around it giving the impression that the cord may have been securing the pipe to a vertical support member. upon accessing the preflash deck employee #1 stepped away from the ladder. he fell through an open hole in the decking that was within 2 to 3 ft of the ladder 40 ft to the ground and died.,fall through opening,"fall, ladder, unguarded, unguarded fl opening, cord set","employee is killed in fall through floor opening on april 23 2009 employee #1 a pipefitter was assigned to check a 2-in. spool section that was located above the preflash deck in the new crude unit. it had an extension cord wrapped around it giving the impression that the cord may have been securing the pipe to a vertical support member. upon accessing the preflash deck employee #1 stepped away from the ladder. he fell through an open hole in the decking that was within 2 to 3 ft of the ladder 40 ft to the ground and died. fall through opening fall, ladder, unguarded, unguarded fl opening, cord set",605,fatality,1,1,fatal_outcome
201043825,two employees injured when scissorlift tips over,at approximately 2:00 p.m. on july 15 2008 employee #1 and #2 were working from a genie scissorlift at a height of approximately 26 ft high. they had been using a dewalt roto hammer drill plugged into a yellow extension cord that extended from the lift to the concrete floor and across to a spider box located approximately 30 ft away. coworker #1 backed a forklift away from the lift made a y-turn and proceeded forward. he heard employee #1 and #2 shouting turned his head to look behind him and saw the lift falling over. coworker #2 turned around and saw the yellow extension cord tangled up in one of the forklift wheels. employees #1 and #2 rode the lift to the ground and were hospitalized with multiple fractures.,fall from vehicle,"aerial lift, fall, industrial truck, cord set, fracture, overturn, caught by","two employees injured when scissorlift tips over at approximately 2:00 p.m. on july 15 2008 employee #1 and #2 were working from a genie scissorlift at a height of approximately 26 ft high. they had been using a dewalt roto hammer drill plugged into a yellow extension cord that extended from the lift to the concrete floor and across to a spider box located approximately 30 ft away. coworker #1 backed a forklift away from the lift made a y-turn and proceeded forward. he heard employee #1 and #2 shouting turned his head to look behind him and saw the lift falling over. coworker #2 turned around and saw the yellow extension cord tangled up in one of the forklift wheels. employees #1 and #2 rode the lift to the ground and were hospitalized with multiple fractures. fall from vehicle aerial lift, fall, industrial truck, cord set, fracture, overturn, caught by",865,"fall_from_height, struck_by, lifting",3,1,fall_with_height_exposure
201353448,employee dies after electric shock from faulty cord,on september 25 2007 employee #1 was using a refurbished double insulated bosch rotozip saw model 4351 to cut holes in the sheetrock ceiling of a residential home under construction. the cord of the tool had an inadequate splice in it. the tool was plugged into a 120-volt extension cord which was plugged into a power strip. the power strip was connected to a series of three extension cords that went to an outlet located in the house next door. the outlet was equipped with a ground fault circuit interrupter (gfci). the extension cords between the power strip and the outlet were missing their grounding pins. employee #1 wrapped the extension cord that powered the saw around his neck so that the plug where the power tool was connected was resting on the left side of his chest. it was a hot day and he was sweating. a witness heard employee #1 yell and saw him throw off the tool and cord. he then stepped off the plastic bucket upon which he was standing took two steps and collapsed. employee #1 never regained consciousness. he was transported to a local hospital where he was pronounced dead. the electrical shock he received was not enough to leave burn marks on his body but it was enough to disrupt the rhythm of his heart. the medical examiner's report listed the cause of death as acute cardiac dysrhythmia due to low voltage electrocution.,electric shock,"construction, electrical splice, cord set, electric cord, elec circ part--misc, saw, electric shock, heart, work rules, unconsciousness","employee dies after electric shock from faulty cord on september 25 2007 employee #1 was using a refurbished double insulated bosch rotozip saw model 4351 to cut holes in the sheetrock ceiling of a residential home under construction. the cord of the tool had an inadequate splice in it. the tool was plugged into a 120-volt extension cord which was plugged into a power strip. the power strip was connected to a series of three extension cords that went to an outlet located in the house next door. the outlet was equipped with a ground fault circuit interrupter (gfci). the extension cords between the power strip and the outlet were missing their grounding pins. employee #1 wrapped the extension cord that powered the saw around his neck so that the plug where the power tool was connected was resting on the left side of his chest. it was a hot day and he was sweating. a witness heard employee #1 yell and saw him throw off the tool and cord. he then stepped off the plastic bucket upon which he was standing took two steps and collapsed. employee #1 never regained consciousness. he was transported to a local hospital where he was pronounced dead. the electrical shock he received was not enough to leave burn marks on his body but it was enough to disrupt the rhythm of his heart. the medical examiner's report listed the cause of death as acute cardiac dysrhythmia due to low voltage electrocution. electric shock construction, electrical splice, cord set, electric cord, elec circ part--misc, saw, electric shock, heart, work rules, unconsciousness",1559,"fatality, electrical",2,1,fatal_outcome; electrical_energy_exposure
202446605,carpenter sustains fractures in second,at approximately 8:39 a.m. on april 26 2007 employee #1 was working as an exterior carpenter for a framing contractor. the firm had 1 000 employees and he was a regular employee. at the time of accident employee #1 was using tool such as a skilsaw to cut blocks to make a wall on the second floor of a residential home. he was positioned about 3 feet from the edge of the second floor 10 feet 7 inches above the ground level in the kitchen area. the extension cord connected to the saw was stuck so employee #1 pulled on it. when he did it came loose and employee #1 lost his balance. he fell onto a concrete floor and sustained multiple fractures. he was hospitalized.,fall,"construction, carpenter, saw, cord set, lost balance, fall, fracture","carpenter sustains fractures in second at approximately 8:39 a.m. on april 26 2007 employee #1 was working as an exterior carpenter for a framing contractor. the firm had 1 000 employees and he was a regular employee. at the time of accident employee #1 was using tool such as a skilsaw to cut blocks to make a wall on the second floor of a residential home. he was positioned about 3 feet from the edge of the second floor 10 feet 7 inches above the ground level in the kitchen area. the extension cord connected to the saw was stuck so employee #1 pulled on it. when he did it came loose and employee #1 lost his balance. he fell onto a concrete floor and sustained multiple fractures. he was hospitalized. fall construction, carpenter, saw, cord set, lost balance, fall, fracture",782,,0,0,no_strong_sif_evidence
201179736,employee electrocuted while plumbing in crawl space,early in the afternoon of august 24 2006 employee #1 was engaged in plumbing work in a crawl space under a house. he was dragging a light attached to an extension cord with him when he was electrocuted.,[],"construction, electrocuted, plumbing, crawl space, electric light--port, electric cord, cord set, work rules, electrical","employee electrocuted while plumbing in crawl space early in the afternoon of august 24 2006 employee #1 was engaged in plumbing work in a crawl space under a house. he was dragging a light attached to an extension cord with him when he was electrocuted. [] construction, electrocuted, plumbing, crawl space, electric light--port, electric cord, cord set, work rules, electrical",378,electrical,1,1,electrical_energy_exposure
