id,title,Summary2,cause,newkeys,sif_indicators,label_reason,human_sif_label,review_reason
202504445,employee injured in fall from unsupported plank,on november 26 2007 employee #1 and three coworkers all laborers and scaffold builders had been assigned by the two foremen to dismantle a 98 ft 7 in. long by 5 ft 1/2 in. wide by 33 ft 9 in. tall scaffold that had been erected along the entire north side of a new four-story dormitory at towson university. the scaffold was 28 1/4 in. away from the wall. they were working on different platform levels on the scaffold moving scaffold planks around before actually starting to dismantle the structure. employee #1 was on the fourth platform level and he placed one long scaffold plank in the middle of the platform and then placed a second 16 ft long scaffold plank. apparently he placed the second plank so that it was supported by the scaffold frame at the east end and in the middle but not at the west end. when employee #1 walked out onto this plank he stepped on the unsupported end causing the plank to flip up. employee #1 lost his balance and he fell 19 ft 4.5 in. striking the scaffold frames as he dropped and as he tried unsuccessfully to grab onto them. he landed on his feet on the first platform level and then fell another 7 ft 11 in. to the ground. employee #1 suffered a slight concussion multiple contusions and sore legs. he was transported to a nearby shock trauma center where he was treated and released later that day. employee #1 was wearing his hard hat and proper construction footwear. he said that he had done this type of work before and had dismantled some other large scaffolds at this work site. employee #1 had been at the work site for two to three weeks and he had received additional on-the-job training.,fall from/with scaffold,"construction, scaffold, fall, dismantling, walking on plank, contusion, unsecured, concussion, unstable position",fall_from_height,fall_with_height_exposure,SIF,Worker fell about 19 ft plus another 8 ft from an unsupported scaffold plank; significant fall potential.
200122588,employee is run over and killed by fork lift,at approximately 9:30 a.m. on september 9 2004 employee #1 an iron worker was working on a 32 000-square-ft precast building. employee #1 was bent over cutting rebar when a coworker backed over him with a terex ss-1048 turbo rough terrain forklift causing fatal injuries. at the time of the accident the back-up alarm was properly working on the forklift.,crushed/run,"industrial truck, backing up, rebar, precast, concrete, back-up alarm, inattention, contusion, abrasion, construction","fatality, caught_between, lifting",fatal_outcome; caught_between_high_energy,SIF,Worker was run over by a rough-terrain forklift while cutting rebar; fatal vehicle/caught-between exposure.
170737837,employee shoots self in hand with powder,at approximately 10:00 a.m. on december 8 1994 employee #1 was loading a fastener for attaching metal decking to metal beams into a hilti dx 350 powder-actuated gun. he was putting the gun into the left side pouch on his belt when it went off hitting the palm of his left hand and fracturing bones in his index finger. employee #1 was taken to sierra vista hospital where he stayed for seven hours. the employer was cited for failing to report the accident. a citation was also issued for loading the gun too soon and for the employee having his hand near the barrel end of the gun. the gun had a safety device on it and was tested by a hilti representative within two hours of the accident and was found to be in good working condition.,[],"hand tool, finger, inattention, portable power tool, hand, construction, fracture, work rules, powder actuated tool",,no_strong_sif_evidence,NON-SIF,Powder-actuated tool discharged into the worker's hand; localized finger/hand injury without strong fatal-potential evidence.
200923068,worker found unconscious dies of cardiovascular disease,at approximately 10:30 a.m. on february 12 2013 employee #1 was working as a carpenter for a construction company. he was found unresponsive in a shipping container where tools are stored. he was taken to a hospital where he died at 1:30 p.m. on february 13 2013. the cause of death appeared to be atherosclerotic cardiovascular disease.,other,"construction, carpenter, intermodal container, heart, cardiovasc system, cardiovasc disease",fatality,fatal_outcome,NON-SIF,Death was attributed to cardiovascular disease rather than a workplace high-energy event.
200923639,worker is killed in fall from deck,on september 17 2013 employee #1 of wtw rebar placing inc. a structural steel and precast concrete contractor was working at a commercial building. he was part of a crew conducting forming work. it was the end of the crew's work shift. as employee #1 was walking on the deck he fell through a drop panel and 20 feet to the surface below. the fall fractured his skull. employee #1 was killed. this fatality was investigated by virginia osha.,fall through opening,"construction, concrete form work, decking panel, fall, skull, fracture, concrete panel, concrete slab, fall protection, head","fatality, fall_from_height",fatal_outcome; fall_with_height_exposure,SIF,Worker fell 20 ft through a deck opening and was killed; fatal fall exposure.
200781029,employee killed by falling load of glass,employee #1 was using a forklift to unload cases of glass from a truck. the cases on the forks began to teeter and he jumped from his operator's position to the ground in an attempt to prevent them from falling. employee #1 was crushed against the truck bed by the falling cases of glass and was killed.,[],"off loading, industrial truck, glass pack, falling object, unstable load, caught between, construction, unsecured, mech mat handling, work rules","fatality, caught_between, lifting",fatal_outcome; caught_between_high_energy,SIF,Falling glass cases crushed the worker against a truck bed; fatal suspended-load/caught-between exposure.
202656856,worker is struck by abrasive disk from concrete machine,at approximately 9:15 a.m. on august 20 2012 employee #1 was working for wj lent contracting services a contractor for projects involving nonresidential buildings. it was demolishing a commercial retail building. employee #1 had worked for the company for approximately three weeks. at the time of the incident he was working near coworkers. one coworker was operating a lavina 30g pro machine. this was a propane-powered 30-inch (0.76-meter) machine for the planetary grinding polishing and burnishing of concrete. employee #1 was walking toward the coworker to warn him about smoke that was coming from the machine when its abrasive disk came off the machine flew out and struck employee #1. he sustained a laceration and a fracture of his left leg. employee #1 was transported to simi valley medical center where he was treated for four days. the division was notified of the accident by wj lent contracting services at 2:52 p.m. on august 23 2012. it initiated an inspection on september 11 2012. interviews were conducted of employee #1 his supervisor and other workers who had been onsite.,other,"construction, machine operator, concrete, equipment failure, struck by, flying object, abrasive wheel, laceration, fracture, leg",struck_by,no_strong_sif_evidence,SIF,Abrasive disk separated from a powered machine and struck a worker; high-energy projectile exposure with leg fracture.
201084969,employee injured from fall,on february 17 2004 employee #1 a worker at a steel construction company was assisting in the setting of a steel column. the column had been bolted with anchor bolts and raised into position using a forklift. employee #1 climbed a nearby ladder and got onto the column to unlock the lifting line. for some reason the anchor bolts pulled out of the footing and the column fell over causing employee #1 to jump off the column and land on top of the forklift. he was transported to a local hospital and diagnosed with a cracked sternum which no treatment exists.,fall from/with structure,"fall, fracture, chest, steel column, bolt, building, structure moving","fall_from_height, lifting",no_strong_sif_evidence,SIF,"Steel column fell after anchor bolts pulled out, forcing the worker to jump from the structure; structural/lifting collapse had fatal potential."
202627881,worker fractures ribs in fall or in scaffold collapse,at approximately 4:00 p.m. on october 25 2010 employee #1 was a regular employee of allstate engineering a general or residential contractor. he was working as a carpenter at a jobsite in fort irwin ca where a daycare center was under construction. employee #1 was standing on an eight-foot-high lowering section of a metal scaffold. he was patching holes where the ties from the scaffold to the building were located. employee #1 had finished placing stucco in one of the holes and was walking on the scaffold to position himself to fill the other hole with stucco. that is when he apparently walked off the metal scaffold and fell approximately eight feet onto a concrete surface. the original narrative also stated that the metal scaffold collapsed as he was standing on the lower section. further the original title of the report said that employee #1 was removing the scaffold when the accident occurred. in any case he sustained fractures of some left ribs and he was hospitalized for 14 days at the university of las vegas medical center.,fall from/with scaffold,"construction, carpenter, scaffold, walking surface, fall, scaffold collapse, fracture, rib",fall_from_height,no_strong_sif_evidence,SIF,"Worker fell about 8 ft from scaffold onto concrete; scaffold collapse was also reported, creating significant fall potential."
200963080,employee injured when struck in face by blocking,employee #1 and a coworker both painters were working from a two-point suspended scaffold that they had lowered onto the third-floor roof. the coworker left the staging and was standing on the roof while employee #1 remained on the scaffold to control the motor because his end of the platform was already suspended past the roof line. other coworkers were pulling on the suspension wires below the motors to move the staging out from the third-story roof and turn it 90 degrees to its supports so that it could be lowered to the second-floor roof. the outriggers were set on 16 in. by 21 in. blocking. as the coworkers pulled the staging at a right angle to the outrigger beams the outrigger above employee #1 came off its blocking and the blocking fell off of the roof toward him. a coworker saw it about to fall and called out to warn employee #. as he looked up he was struck in the face by the falling blocking and sustained multiple facial fractures.,struck by falling object/projectile,"painter, two pt susp scaffold, struck by, falling object, scaffold rigging, construction, face, fracture, work rules, unsecured","fall_from_height, struck_by",fall_with_height_exposure,SIF,Suspended-scaffold rigging shifted and falling blocking struck the worker; elevated falling-object exposure.
201403607,employee injured from 27 ft fall from scaffolding,an employee was installing tie-ins for a non-stop scaffold when he stepped on a scaffold plank that was not bearing on a bearer. the plank fell causing the employee to fall 27 ft to the deck below. the employee was hospitalized.,fall from/with scaffold,"fall, scaffold, scaffold bearer, scaffolding, leg, fracture, work platform, construction",fall_from_height,fall_with_height_exposure,SIF,Unsupported scaffold plank caused a 27-ft fall; significant fatal fall potential.
202491072,employee fractures leg in fall,at approximately 12:48 p.m. on september 1 2010 employee #1 an electronics technician was installing a security system at a new apartment construction site. as he exited the attic using a 6-ft a-frame step ladder his cordless drill and tool belt got stuck between the opening and the ladder. when he tried to reposition himself he lost his balance and fell fracturing his femur and tearing the muscle in his shoulder. he was hospitalized for treatment.,fall from/with ladder,"electronic technicn, lost balance, construction, ladder, fall, fracture, leg, attic, caught by, hand tool",fall_from_height,no_strong_sif_evidence,SIF,Worker fell from an attic ladder and fractured a femur; fall/edge exposure had realistic serious-injury potential.
200631380,employee dies in smoke stack fire,on march 5 2006 a fire started inside the 974-ft smoke stack while employees were installing a fiberglass liner. employee #1 was trapped inside and found dead in the man cage he had tried to use to exit the smoke stack.,fire/explosion,"fire, chimney, smoke inhalation, burn, welding, fire extinguisher, construction, installing, untrained","fatality, caught_between, fire_explosion",fatal_outcome; caught_between_high_energy; fire_explosion_energy,SIF,Worker was trapped inside a 974-ft smoke stack fire and died; fire/smoke and confined-space exposure.
200902591,plumber's helper is electrocuted in crawl space,on july 26 2011 an employee of sizemore plumbing and heating llc albany georgia was working as a plumber helper. he entered a crawl space in a single family residential structure to repair a leaking metal pipe. he came in contact with electrical hazards. he received an electric shock which caused a fatal cardiac arrest.,[],"construction, plumbing, leak, pipe, crawl space, confined space, electric shock, electrocuted, cardiac arrest, heart","fatality, electrical, confined_space",fatal_outcome; electrical_energy_exposure,SIF,Worker in a crawl space contacted electrical hazards and suffered fatal cardiac arrest from electric shock.
200626810,employee is killed when struck by tractor trailer,at approximately 12:50 p.m. on february 28 2013 an employee was struck by a tractor trailer while retrieving his hard hat that had been blown off by a wind gust on interstate 81 at the exit 8 interchange. the employee was killed.,crushed/run,"tractor trailer, construction, struck by, motor vehicle, hard hat","fatality, struck_by, caught_between",fatal_outcome; caught_between_high_energy,SIF,Worker was struck by a tractor-trailer on an interstate and killed; extreme vehicle exposure.
202542502,employee is injured by moving stairway leg,at approximately 10:00 a.m. on november 18 2010 employee #1 assisted the a-frame boom truck driver to move a prefabricated stairway from the side of building to another location. the stairway was hoisted to the back of property by the boom truck. while putting the stairway down one of the legs of stairway popped out and hit employee#1 who was standing about 50 feet away from it. employee #1 was taken to henry mayo hospital and was hospitalized for more than 24 hours. employee#1 suffered a deep laceration and broken bone on his left forearm which required surgery.,other,"untrained, boom truck, health care facility, struck by, fracture, hoist, arm, laceration","struck_by, lifting",no_strong_sif_evidence,SIF,A hoisted stairway leg unexpectedly moved and struck a worker; high-energy lifting exposure.
201084431,employee is injured in fall,on july 28 2003 employee #1 was walking backwards measuring lumber at a residential construction site when he tripped and rolled under guardrail which did not have a mid-rail falling approximately 11 ft. to the first floor. he was hospitalized tulare district hospital for a head injury.,fall from/with structure,"fall, measuring device, lumber, construction, guardrail, head, contusion",fall_from_height,fall_with_height_exposure,SIF,Worker fell about 11 ft through an inadequate guardrail and sustained a head injury; significant fall potential.
202479192,employee is injured when struck by falling bobcat bucket,at approximately 2:08 p.m. on january 31 2013 an employee was repairing the hydraulic cylinder and arm of the raised bucket of a bobcat. the bucket slipped off the jack stand and hit the employee standing below with the raised arm of bucket in back yard. the jack stand height was measured to be 64-in. from ground and size of bucket was noted to be about 5-ft long by 3-ft wide by 2-ft deep. the employee fractured right side ribs and neck. paramedics were called and the employee was transported to usc medical center for medical treatment where he was hospitalized for about one month.,crushed/run,"falling object, struck by, fracture, neck, rib, industrial truck, jack, mechanic","struck_by, caught_between",caught_between_high_energy,SIF,Raised Bobcat bucket slipped from a jack stand and struck the worker; crushing/caught-between exposure.
200053130,steel erector is killed in fall; coworker is injured,at approximately 12:00 p.m. on january 27 2008 employees #1 and #2 were part of a crew that was installing skylights and metal decking on a structure. they were assigned to check decking bundles for pieces that were the appropriate size for placement in an area being decked. the employees were in an area adjacent to a recently-installed skylight when an 11 ft by 3 ft section of the decking failed causing them to fall. employee #2 was killed. employee #1 was hospitalized for major head injuries. the investigation determined that the decking had not been installed with the required attachments. this allowed the decking to shift and fall between the open web joists. prior to the incident a single screw that had secured the decking was removed to facilitate the installation of a skylight.,fall from roof,"steel, steel erection, metal decking, fall, installing, decking, concussion, unsecured, skylight, head","fatality, fall_from_height",fatal_outcome; fall_with_height_exposure,SIF,Decking failed and workers fell; one fatality and major head injury show strong fatal fall potential.
300859675,employee fractures vertebrae in fall from mobile scaffold,at approximately 9:15 a.m. on august 26 2002 employee #1 a carpenter hired that morning from local hall l-944 by ace engineering inc. was using a rolling scaffold to attach a piece of cosmetic fascia to a large canopy under construction at the site of a sports complex. he was getting his pneumatic nail gun ready to drive in a nail when the scaffold moved backward and overturned. employee #1 fell approximately 19 ft 8 in. down and across an array of concrete bleachers. he sustained compression fractures of the t-11 and t-12 vertebrae and a concussion. the four casters on the rolling scaffold were not locked.,fall from/with scaffold,"construction, unsecured, fall, vertebra, fracture, mobile scaffold, caster, overturn, concussion, work rules",fall_from_height,fall_with_height_exposure,SIF,Rolling scaffold overturned and caused a roughly 20-ft fall onto concrete bleachers; significant fall potential.
202674693,employee injures thumb in saw accident,at approximately 11:30 a.m. on april 16 2013 an incident occurred as employee #1 began using a circular skilsaw to cut down wood into two pieces to create a stake to use to support a section of the form. holding the piece of wood in his left hand and operating the saw with his right employee #1 initiated a plunge cut into the wood. the saw kicked back resulting in the blade coming into contact with the left thumb and amputating it. emergency services were contacted and employee #1 was transported to a local area hospital. employee #1 was hospitalized for seven days during which reimplantation of the left thumb was attempted.,other,"saw, amputated, thumb, hand, health care facility, struck by, kick back","struck_by, amputation",no_strong_sif_evidence,NON-SIF,"Circular saw kickback amputated a thumb; severe injury, but the narrative does not establish strong fatal-potential exposure."
201106853,employee injures back in fall from steel structure,on may 31 2005 employee #1 was performing bolting functions on a steel structure when he slipped and fell 12 ft. he landed on an uneven foundation and suffered major back injuries. employee #1 was wearing fall protection but was not connected at the time of the incident as he was moving his fall protection gear to another section. he was hospitalized.,fall from/with structure,"construction, steel erection, bolting, fall, fall protection, work rules, back, fracture",fall_from_height,fall_with_height_exposure,SIF,Worker fell 12 ft from a steel structure without being connected to fall protection; major injury potential.
202545471,employee dies from heart attack,at approximately 3:00 p.m. on august 28 2013 employee #1 a drilling operator and a crew were working in a gully on a small hillside located among a grove of trees. the crew had completed drilling work for the day and were packing up and cleaning the area to leave for the day. employee #1 complained of chest pain that he described to a coworker as heartburn. the coworker encouraged him to sit in the shade on the side of the hill and take a break with him. the two workers sat talking and drinking liquids while they waited for a crane to arrive to move the drilling rig off the hole. after approximately 17.5 minutes the two coworkers began to work again. employee #1 stood up and picked up an empty 5 gallon bucket handed it to a coworker and then collapsed. emergency medical personnel were summoned. another coworker administered cpr while a coworker drove to the entrance of the facility to wait for emergency services and direct them. employee #1 was transported to a hospital where he was pronounced dead. the county coroner attributes the death to an acute cardiac dysfunction severe atherosclerosis and atherosclerotic cardiovascular disease. the cause of the incident was employee #1's pre-existing health condition.,other,"cardiovasc system, cardiovasc disease, unconsciousness, heart attack","fatality, lifting",fatal_outcome,NON-SIF,"Death was attributed by the coroner to pre-existing cardiovascular disease, not a workplace high-energy event."
200775732,employee's arm is amputated by dock plate,on july 10 2009 employee #1 and some coworkers were completing the installation of a dock leveling plate. they lifted the plate to facilitate the installation of the hydraulic and electrical connections. they used a 2-ton chain fall to raise the plate. employee #1 was under the plate accessing and evaluating the location of the safety maintenance strut. his arm was amputated when the plate fell because the connecting hardware to the chain fall had been incorrectly installed. he was hospitalized for treatment.,lifting operations,"loading dock, chain, falling object, hand winch, arm, amputated, unsecured","electrical, lifting, amputation",no_strong_sif_evidence,SIF,Worker was under a suspended 2-ton dock plate when it fell and amputated his arm; severe crushing exposure.
14550446,construction employee run over by dump truck,two construction workers were driving a dump truck at the job site when the truck's universal joint broke causing the truck to stop on a slight incline. the two workers got out of the truck and crawled underneath it to try to fix it. the truck rolled down the slight incline running over employee #1 who was killed. employee #2 was not injured.,[],"truck, run over, dump truck, universal joint, repair, construction, work rules, chock, unsecured",fatality,fatal_outcome,SIF,Unsecured dump truck rolled and ran over a worker during repair; fatal vehicle/run-over exposure.
201078284,worker amputates tip of finger when dropping equipment,on august 30 2012 employee #1 a 43-year-old male laborer with burtech pipeline inc. was working at a public works project in san diego. the worksite was a public road where the employer was replacing an underground sewage lines and manholes. employee #1 was moving aluminum speed shore rails that were five-feet long from one location to another. employee #1 was balancing the speed shore on his shoulder. when he went to drop the speed shore on the ground the mechanism snapped shut and his finger was in the pinch point. employee #1 suffered an amputation of the tip of his left index finger distally from the nail bed and there were bone fractures consistent with a crushing injury. employee #1 was transported to scripps mercy hospital where he was hospitalized and underwent surgery.,other,"amputated, finger, shoring",amputation,no_strong_sif_evidence,SIF,"Shoring rail mechanism closed on a finger and caused amputation; high-energy pinch-point exposure, though fatal potential is less certain."
202653960,employee amputates fingertip in fan belt,at about 10:20 a.m. on august 14 2012 employee #1 with johnson controls inc. was conducting an inspection on a marine laboratory air handler system located at the basement of the building. employee #1 turned off the power of the fan and removed the top panel cover. during the inspection he moved around and his hand hit the rotating drive belt of the exhaust fan which resulted in a right thumb injury. employee #1 was transported to the hospital. employee #1 suffered from an amputated fingertip.,other,"amputated, thumb, plumbing, air conditioner, panel, rotating parts, fan belt",amputation,no_strong_sif_evidence,SIF,Worker contacted a rotating fan belt during inspection and suffered fingertip amputation; serious caught-in machinery exposure.
202509568,electrician injured in fall from a,on november 19 2012 employee #1 a 48-year-old male electricians' apprentice with fidel electric inc. was using a 6-ft. a-frame stepladder to perform normal duties. employee #1 fell from the stepladder and landed on a concrete floor. employee #1 sustained broken right femur in the fall and was hospitalized for treatment of his injury.,fall from/with ladder,"electrician, fall, ladder, stepladder, electrical work, fracture, leg","fall_from_height, electrical",no_strong_sif_evidence,SIF,Electrician fell from a 6-ft ladder and fractured a femur; elevated work/fall exposure.
170885420,employee is injured from fall,on july 21 2003 employee #1 a concrete worker was installing a concrete walkway near an apartment building. he was handling two concrete pump hoses and leaning over the edge of a temporary railing. the railing broke and employee #1 fell fracturing his pelvis and cheek bone and rupturing his spleen. employee #1 was hospitalized at santa clara medical center where he underwent surgery for treatment of his injuries.,[],"fall, spleen, pelvis, fracture, face, handrail, cementing",,no_strong_sif_evidence,SIF,"Temporary railing failed and worker fell, sustaining pelvic/face fractures and a ruptured spleen; major fall injury potential."
201117777,one employee killed one injured when struck by pipe wrench,at approximately 10:00 a.m. on september 8 2004 employees #1 and #2 both foremen were using a large rotating pipe wrench to fix a water pump at a farm. the power suddenly came on causing the wrench to rotate at a high rate of speed and strike both workers. employee #1 was killed. employee #2 sustained minor wrist and shoulder injuries for which he was treated and released.,other,"construction, farm machinery, rotating shaft, struck by, pipe wrench, shoulder, wrist, pump, lockout, work rules","fatality, struck_by",fatal_outcome,SIF,Power unexpectedly energized a large rotating pipe wrench and struck workers; one fatality demonstrates uncontrolled-energy exposure.
14353197,employee run over and killed by motor grader,employee #1 picked up debris in front of a parked grader and carried the debris to a pickup truck located to the left and in front of the grader. the grader was cranked up moved forward and passed employee #1 and the pickup truck while unearthing more debris. then the grader stopped. the operator prepared to begin backing up the grader. because the grader was missing the factory installed side rearview mirrors he looked to the rear over his shoulders. he did not see anyone and backed up the grader. employee #1 moved into the path of the grader from the right and the left rear tires struck him and then ran over him. the grader's left side raised up and when it leveled out the operator stopped the grader looked down to the left under the cab steps and saw employee #1 prone on the ground in front of the left rear tires. employee #1 suffered multiple injuries to the chest and abdomen. he died.,[],"construction, grader, side view mirror, unguarded, backing up, struck by, run over, tire, chest, abdomen","fatality, struck_by",fatal_outcome; struck_by_vehicle_exposure,SIF,Worker was run over by a motor grader in a reversing vehicle path; fatal struck-by/run-over exposure.
202659058,worker using power hand drill sustains finger amputation,at approximately 9:45 p.m. on december 18 2013 employee #1 employed by the m s rouse company inc. was working at a building site. he was wearing rubber gloves and using his personally-owned dewalt 130 volt .5-inch vsr drill to mix artex floor patch. the mixing paddle became loose. employee #1 attempted to reattach the paddle without first turning off power to the drill. as he depressed the trigger of the drill with his right hand while holding the paddle to the chuck with his left hand his left little finger became entangled in the drill. the tip of his left little finger was amputated. emergency services were called and employee #1 was transported to the hospital where his finger was treated. he was then discharged without hospitalization. the employer's chief operating officer reported this event to cal/osha at approximately 9:10 a.m. on december 19 2013. cal/osha initiated its onsite investigation on march 14 2014. the investigation established that the m s rouse company is a privately owned company specializing in the installation of commercial floor coverings. employee #1 had been employed by the employer as a journeyman floor installer for approximately four years.,other,"construction, installing, mixer blade, hand tool, electric drill, entangled, finger, amputated, painter, electric switch",amputation,no_strong_sif_evidence,SIF,Uncontrolled electric drill entangled a finger and caused amputation; unexpected powered-motion exposure.
202570495,employee falls from roof and is killed,on november 6 2013 employee #1 and a coworker were placing anchors on the decking which was located on the roof of a building's one-story new addition. as they worked a gust of wind blew them off the roof. employee #1 fell sustaining traumatic injuries that killed him. the coworker was not injured in the fall.,fall from roof,"installing, anchor, roof, fall, fall protection","fatality, fall_from_height",fatal_outcome; fall_with_height_exposure,SIF,Wind blew workers off a roof and caused a fatal fall; fall-protection exposure.
201174943,employee receives injuries when struck by broken chain,at approximately 10:03 a.m. on december 17 2003 employee #1 and coworkers were constructing a barn. the barn support column were drilled using a post hole auger truck. as the post holes were being drilled the auger truck became stuck in the mud. the employees decided to use a forklift to pull the truck from the mud. they attached a 20-ft chain between the forklift and auger truck. however as the forklift pulled the auger truck the chain snapped and flew back into employee #1. employee #1 was struck in the head by the flying chain suffering fractures to his skull. emergency medical personnel were summoned and took him to the hospital. at the hospital he required surgery to repair the damages to his skull and face. he was hospitalized following the surgical procedures for postoperative care.,struck by falling object/projectile,"drilling mud, truck, auger, broken chain, struck by, head, fracture","struck_by, lifting",no_strong_sif_evidence,SIF,"A 20-ft chain snapped under load and struck the worker in the head, requiring surgery; high-energy stored-load release."
202452116,employee is injured in fall when roof collapses,at approximately 5:30 p.m. on october 29 2005 employee #1 a roofer worker with sierra pacific roofing at a job site located in san gabriel ca was laying tar paper on the roof of a gazebo which measured approximately eight feet to the eave. while employee #1 was standing near the ridge of the roof installing the tar paper the roof collapsed causing him to fall over eight feet to the concrete slab below. employee #1 sustained a fracture and was hospitalized. the gazebo had been inspected by the city of san gabriel building and safety as well as the operations manager of sierra pacific roofing prior to the work being done at which time the gazebo appeared structurally sound. subsequent inspection revealed that the rafters of the roof were not sufficiently secured at the ridge causing the roof to fail when weight was introduced near the peak.,[],"construction, fall, fracture, roof, collapse, roofer, roof collapse, unsecured, rafter",fall_from_height,no_strong_sif_evidence,SIF,Roof collapsed and worker fell more than 8 ft; structural failure and fall exposure.
200555407,employee is killed in fall from elevation,at approximately 11:45 a.m. on october 30 2008 employee # 1 a carpenter foreman and nine other coworkers were installing bridge overhang forms onto a 134.5 ft concrete girder at an approximate height of 32.5 ft above a lake. after the last overhang form was installed the girder began to roll off its cap. the concrete girder fell into the lake along with the ten employees some of which were tied off to the girder while others were just standing on the girder. employee# 1 was found several hours later pinned underneath the girder and was pronounced dead.,fall from/with structure,"carpenter, girder, fall, bridge, construction, fall protection","fatality, fall_from_height, caught_between",fatal_outcome; fall_with_height_exposure; caught_between_high_energy,SIF,A 134.5-ft bridge girder rolled and fell with ten workers; multiple high-energy fall/crushing exposures.
201071255,employee's thumb is amputated by drill shaft,at approximately 12:30 p.m. on may 15 2007 employee #1 was working at a site near spring road and route 94 in spring valley ca. also at the site were a coworker who was a drill operator and a foreman. all three employees were employed by a commercial contractor that specializes in street and traffic light installations in southern california. employee #1 was a locator who walked on the ground surface to locate the underground directional drill head using a detector unit to track the horizontal and angle movement of the drill head. this information was communicated back to the coworker who was the operator seated on the directional boring machine (a vermeer number d24x40 horizontal directional drill). the horizontal directional drill was used to dig under cement pavement and earth to lay electrical lines for street and traffic lights. the head of the drill first made a path through the soil underneath the ground until it arrived at its destination. a line was then pulled through it so electrical lines could be installed to hookup traffic and signal lights for public streets and freeways. the front section of the horizontal directional boring machine was outfitted with a left and right anchor boring unit with stakes. the stakes were large auger units that tapped into the ground vertically to stabilize the machine when its drilling rods apparently ran horizontally underneath the ground. the bolt holding the auger bit to the shaft on the main frame of the directional boring machine came off and the coworker had to take it apart to get to the dislodged bolt. apparently the coworker tightened the bolt got up on the directional boring machine seated himself and unsuccessfully attempted to line up the square piece fitting of the shaft over the top of the auger attachment. employee #1 came over and used his left hand to try and line up the shaft while the coworker manipulated the controls in an attempt to attach the shaft to the auger bit. the shaft dropped on employee's #1 left thumb causing the top one inch to be amputated. the foreman transported employee #1 to u.s. healthworks first and later transported him to the orthopedic center in la jolla. employee #1 was hospitalized and required outpatient surgery the day after the accident. the division was notified about the accident on may 18 2007. during the initial investigation employee #1 had not yet returned to work but the division found he had returned to work during a subsequent visit to another of the employer's job sites on june 11 2007.,[],"construction, amputated, thumb, boring machine, auger, bolt, mech malfunction, shaft","electrical, amputation",no_strong_sif_evidence,SIF,Drill shaft dropped during alignment and amputated a thumb; unexpected mechanical movement/high-energy pinch exposure.
200773075,employee killed while stripping paint from tub,on march 15 2004 employee #1 a refinishing contractor had been stripping paint off of a porcelain tub using a methylene chloride-based stripper. employee #1 was discovered by the tenant of the apartment unconscious and slumped over into the tub head first with no pulse. employee #1 was also wearing a respirator. the tenant called 911 and notified maintenance personnel. employee #1 was transported to metrowest medical center where he later died.,asphyxiation/inhalation of toxic vapor,"construction, methylene chloride, respirator",fatality,fatal_outcome,SIF,Worker died from methylene chloride toxic-vapor exposure while stripping a tub; hazardous-atmosphere exposure.
954370,employee killed when head strikes tractor's protective cage,at approximately 2:00 p.m. on december 21 1995 employee #1 was clearing brush from around a water settlement pond. to stabilize himself he tied a rope around himself while a coworker held the other end. a tractor with a bush hog was mowing grass in the area. the loose end of the rope became wrapped around the bush hog. the rope was pulled from the coworker's grip and pulled employee #1 into the tractor's protective cage. employee #1 died of head injuries.,[],"head, struck against, tractor, work rules, unsecured, rops, bush hog","fatality, struck_by",fatal_outcome,SIF,Rope became entangled in a tractor/bush hog and pulled the worker into the machine; fatal caught-in exposure.
200571750,employee is killed by backing pick up truck,at approximately 4:05 p.m. on december 5 2011 employee # 1 was working as a female flagger on a jobsite. employee # 1 was walking behind the park f550 and the driver got into the driver's seat and start backing up not realizing that he had back over employee #1. employee # 1 died as a result of her injuries.,crushed/run,"mired, backing up, flagman, pickup truck","fatality, caught_between",fatal_outcome; caught_between_high_energy,SIF,Flagger was backed over by a pickup truck; fatal vehicle/pedestrian exposure.
201955366,employee suffers contusions when crane overturns,on november 21 2007 employee #1 a crane operator was using a 170-ton demag ac-140 mobile crane to assemble a tower crane station at a construction site. coworkers had put together 160 ft of the tower crane jib section. employee #1 made the 17 000 lb lift above the height of overhead power lines and proceeded to rotate the load to align it with the tower crane. as he turned the load it created a problem with the boom angle. employee #1 held his load height as he boomed down. in doing so he was faced with the load radius increasing to 100 percent of the crane's capacity but he had not achieved the necessary radius to clear the load-to-boom rotation. once at 100 percent of capacity the demag ac-140 shut down controls. employee #1 restarted the crane in override mode and continued to boom down. as the crane became lighter he induced load dynamics trying to boom up to close back the radius. the crane was already near the tipping point and the load caused the crane to overturn. employee #1 suffered minor bruising to both legs and to his right forearm. he was checked out by emergency services and was medically released at the site. employee #1 was wearing his seat belt and he had the cab door closed at the time the crane overturned.,lifting operations,"construction, crane operator, mobile crane, overturn, crane boom, overloaded, erection process, unstable position, contusion, work rules",lifting,no_strong_sif_evidence,SIF,170-ton crane reached a tipping point and overturned; crane instability created major high-energy potential despite minor injury.
